Age,Income,LoanAmount,CreditScore,EmploymentYears,Default
31,58649,59266,608,18,1
34,33785,16427,578,37,0
26,113944,57723,768,19,0
24,27920,34350,808,22,0
63,185165,16254,544,9,0
44,31493,54720,484,26,0
45,174465,59476,831,25,0
29,191067,47759,330,29,1
34,55150,64015,419,34,1
26,175147,44569,820,36,0
61,124732,28023,658,6,0
61,188626,80046,418,27,0
25,118563,45521,569,28,0
44,63159,88839,671,33,0
59,74640,88595,565,26,1
29,60598,75453,459,39,1
54,142505,60620,659,17,0
37,94516,13979,625,10,0
18,61817,87729,710,24,0
26,47562,48262,417,28,0
64,148532,41703,622,6,0
41,61682,98563,780,3,0
51,73334,75948,744,23,0
53,56790,70380,561,30,0
21,33166,78114,484,1,1
46,88697,67790,536,13,0
40,103912,82071,355,23,0
52,89259,43158,422,15,0
33,106806,54280,795,17,0
25,159414,86874,336,36,1
44,128638,46304,402,34,0
56,191518,99647,403,17,1
29,33655,93000,745,9,0
61,32910,27751,781,31,0
21,129443,91239,760,29,0
64,56942,74001,434,1,1
42,189128,49088,671,0,0
23,36866,6310,380,1,0
20,196031,56092,431,3,1
56,81245,62830,745,20,0
41,125270,92639,832,28,0
38,116390,30212,637,15,0
23,56305,40616,324,3,0
50,173475,13281,766,16,0
25,64006,29317,348,4,0
50,62342,68446,328,4,0
20,114229,35354,488,30,1
19,34292,6937,565,3,0
55,177717,27061,340,24,0
57,135908,61458,729,2,0
56,49237,12805,402,25,0
56,60802,59265,769,39,0
41,40576,31237,357,25,0
38,101288,71999,815,0,0
35,86574,46218,596,11,0
52,147120,72730,316,28,1
28,52620,85738,792,37,0
28,60604,47890,421,24,0
20,124017,95578,602,0,0
40,137168,73401,419,1,1
18,51308,41594,786,4,0
40,80349,64348,767,7,0
39,88493,8274,467,4,1
59,20840,82455,357,15,1
47,61538,83709,587,31,0
19,165019,50897,768,17,0
34,17219,53372,694,22,0
58,79841,16590,411,38,0
37,177064,38412,715,9,0
26,132989,87944,769,6,0
28,131881,64293,453,28,0
34,26538,87172,453,37,1
31,36333,32623,830,25,0
35,138708,39650,396,28,1
35,20688,51256,359,15,1
61,51174,61024,441,0,1
25,120368,83382,846,31,0
46,112276,92205,804,35,0
25,141865,73934,385,13,0
43,102097,83304,516,36,0
45,155555,35602,653,29,0
25,31415,80692,804,35,0
37,145969,29076,437,30,0
64,83014,47371,403,11,0
25,82497,29559,527,3,0
31,127603,60152,482,12,0
30,68469,19895,730,31,0
57,103114,80746,502,23,0
34,36288,53852,776,20,0
43,135672,95306,351,37,0
23,132194,40141,645,21,0
34,191930,30015,374,11,1
21,176220,73198,326,27,1
42,149097,51991,620,2,0
24,184124,76434,785,20,0
34,25100,69888,824,35,0
39,32812,5455,465,33,0
45,40629,7649,417,32,1
23,136563,40762,407,14,0
47,16947,53749,805,2,0
27,163061,80104,843,13,0
56,50704,11130,832,2,0
31,158851,97792,786,36,0
63,49702,51369,304,4,1
59,34090,29284,379,14,0
39,144169,62170,439,5,1
58,146801,35232,334,32,0
43,156258,52465,366,19,1
27,188021,62445,831,15,0
19,159283,48150,784,4,0
20,139855,87944,756,12,0
59,195234,96902,681,12,0
28,87106,45950,391,38,0
27,120300,77582,504,17,0
29,54807,19376,401,7,0
31,150206,26586,698,17,0
47,161398,84312,470,25,1
58,23782,83214,545,20,1
30,73832,26741,577,13,0
47,102000,20007,621,39,0
55,18223,49312,417,2,0
28,192146,50776,418,5,1
18,34747,59922,393,28,0
44,74232,16380,473,3,0
64,175619,59675,564,2,0
56,191724,67115,722,17,0
60,119088,79556,805,1,0
54,190865,45229,749,12,0
26,95433,51725,526,9,1
60,117257,5488,348,16,0
43,148683,18692,725,37,0
42,63429,70964,441,23,1
34,104813,61697,619,5,0
23,147725,29090,364,35,1
32,49236,36810,311,23,0
20,195512,61953,541,11,0
48,81940,87998,644,11,0
45,66595,66982,370,32,0
26,117686,26637,600,21,0
61,191159,42271,786,7,0
35,69885,92269,562,26,0
57,76991,96119,538,9,0
49,38930,56790,450,7,0
36,129534,57257,807,10,0
22,112261,18358,643,27,0
61,106405,84378,488,21,1
23,66899,16549,482,20,1
29,53366,31785,591,3,0
64,143626,64827,726,10,0
59,118648,77637,309,13,1
34,48826,28124,824,24,0
56,25266,37066,618,11,1
24,36124,56361,586,21,0
28,26338,6910,726,5,0
51,97866,19191,505,19,0
19,23934,21182,377,16,0
31,111859,11241,731,32,0
35,194599,31834,654,14,0
60,75327,27651,622,11,0
26,134129,28680,688,0,0
56,188399,92366,839,35,0
21,181083,9565,504,34,0
31,58217,90664,682,23,0
28,180494,44460,403,37,1
47,68072,93625,818,1,0
57,27200,45261,756,0,1
60,115879,31626,664,8,0
44,50444,71033,640,14,1
46,28609,75818,661,36,0
49,43861,77847,636,21,0
47,167947,71862,670,25,0
43,195330,72801,461,4,0
47,87123,16810,600,9,0
27,147480,12103,792,10,0
29,177319,28143,343,10,0
50,133147,76976,560,21,0
51,102349,76018,786,37,0
35,55927,33804,836,4,0
56,16217,19523,463,8,1
33,119173,60345,704,22,0
62,21807,63385,760,1,0
21,142784,7224,382,17,1
27,39638,49823,320,12,1
45,43471,28566,649,37,0
58,115621,41561,549,2,0
35,51788,29207,631,19,0
26,63765,15897,337,17,1
39,122691,66690,729,27,0
27,164162,22865,796,5,0
57,167437,78864,465,2,0
40,185634,67068,445,33,0
60,25387,37422,354,31,1
30,122256,89194,387,11,0
41,104166,97322,551,3,0
30,180083,46929,582,7,0
62,169440,71547,688,26,0
42,33835,35880,308,34,0
61,68364,92118,754,36,0
64,154198,36028,556,20,0
46,155878,71239,408,21,0
33,136005,70224,454,20,0
57,145867,50512,849,4,0
23,89848,32930,486,1,0
25,185461,51741,832,36,0
51,100839,12782,515,32,0
35,126464,38449,660,36,0
60,30770,57095,717,4,0
49,191049,45372,700,21,0
27,69128,5607,476,28,0
51,41068,79343,772,18,0
40,92226,41672,323,34,0
36,109533,88853,797,32,0
37,164512,21158,641,15,0
51,34436,57423,739,20,1
55,99253,48404,523,24,0
34,28454,82956,659,13,1
61,189495,94086,712,19,0
22,175467,74403,643,5,0
19,143899,43019,367,16,0
58,194131,19108,696,2,0
51,155214,46065,505,28,0
37,164281,67794,385,2,0
63,78095,6951,553,8,0
64,61140,19070,329,3,1
19,50155,75698,749,0,0
45,69126,64277,725,21,0
35,195409,82886,528,37,0
61,161523,81546,537,4,1
56,114558,47232,453,27,0
52,116912,73550,616,4,0
32,184098,29283,648,27,0
64,15881,28021,512,38,0
56,64927,57653,665,38,0
57,142777,70504,811,18,0
56,104882,38489,841,25,0
20,175405,42852,430,19,1
36,65759,98780,373,12,1
40,105464,36649,659,10,0
36,25278,72038,307,29,1
35,179936,24115,666,7,0
47,22029,47509,848,20,1
56,84653,51609,446,13,0
36,165339,98173,838,38,0
22,143775,89441,704,13,0
30,98380,6176,808,2,0
51,110592,62909,419,6,0
41,25965,81417,746,0,1
35,84685,9128,374,30,0
21,68618,51037,421,15,1
53,162552,78514,454,10,0
25,155148,70978,505,1,1
60,122025,38919,625,17,0
18,182559,35631,370,9,1
58,190750,70876,343,1,0
55,162334,96063,680,1,0
53,145441,46221,308,31,1
55,77499,61540,791,38,0
30,21461,52214,597,29,1
39,159753,22761,740,20,0
46,54986,36460,628,25,0
26,129654,22010,393,12,0
44,21430,26764,604,31,0
63,116971,36989,839,15,0
61,43914,41014,404,32,0
21,53178,25729,612,2,0
57,72264,63235,781,14,0
34,138934,57783,765,20,0
54,172536,99082,569,34,0
20,76047,98518,529,23,0
21,110984,61775,548,22,0
57,141019,95910,319,9,0
33,169593,75862,402,32,0
28,58792,82290,719,25,0
44,163961,8248,330,11,0
43,80631,77484,489,32,1
48,162680,13540,471,34,0
51,157681,10650,648,30,0
25,76662,38864,655,35,0
56,169907,65415,517,17,0
18,194453,49575,589,26,0
19,49469,90437,607,15,0
44,144143,65139,705,13,0
62,132063,33987,754,37,0
60,161147,31250,357,37,1
20,19690,47145,742,38,1
51,167091,53180,393,23,0
33,166236,97336,652,14,0
18,46831,6446,536,13,1
24,178188,81895,480,15,1
52,34065,19403,768,36,0
39,24729,54006,393,14,1
49,31106,80670,671,13,0
43,168681,84613,301,23,0
23,56825,19270,453,3,1
63,72741,10048,390,34,1
28,36193,31876,494,35,1
48,181245,32608,347,28,1
38,58807,7211,811,30,0
39,47948,39867,686,0,1
18,53402,49946,356,26,1
38,29895,97622,573,21,0
62,20384,45363,400,35,0
37,146274,91843,652,9,0
26,134567,98153,471,29,1
44,188911,38408,603,2,0
46,70582,7292,316,32,0
60,123676,51350,403,9,1
50,81656,43758,502,5,1
62,84494,77555,369,6,0
18,178933,20360,353,23,0
20,40615,69786,314,20,0
49,102499,71709,404,18,0
37,80746,81549,475,18,1
34,70854,83267,717,36,0
54,66642,65668,402,39,0
55,121594,30014,636,31,0
27,105132,33353,773,9,0
60,120652,85046,363,10,0
62,79996,36591,705,18,0
46,64712,19306,488,31,1
59,55335,95545,846,28,0
63,51111,13140,531,1,0
49,159406,23969,658,8,0
30,146179,17024,369,10,0
48,167387,81130,409,13,0
21,79092,51275,642,19,0
35,86332,36084,788,13,0
28,178644,91196,392,26,1
59,165279,33700,694,4,0
35,65923,92926,604,11,0
58,66652,35396,674,25,0
54,123138,51145,752,12,0
50,176308,55359,318,3,1
54,82698,7756,520,31,1
20,168993,62269,585,9,1
18,179791,82331,629,31,0
36,127497,66378,458,5,0
23,148739,82818,574,37,0
27,188640,41261,640,19,0
54,43309,83179,305,37,1
29,109985,30835,318,4,0
61,45099,82455,840,25,0
34,195018,92418,639,4,0
44,94450,58634,347,0,1
19,126604,72647,341,2,1
42,100093,5092,762,18,0
63,43937,68003,679,21,1
61,142058,79809,370,15,0
45,77376,63269,678,19,0
62,69991,84672,539,35,1
54,47039,34775,426,37,0
54,143971,36962,847,37,0
34,77724,73347,693,29,0
22,146882,73364,470,2,1
36,81546,28008,315,15,0
21,69978,95976,628,0,1
56,44847,98295,348,37,1
60,159757,21596,503,30,1
55,186353,42237,729,8,0
62,159030,67764,816,17,0
61,147213,64983,738,37,0
47,56666,28814,435,37,0
49,19030,81395,545,13,0
54,22541,16609,353,22,1
44,117380,36829,304,24,1
49,43484,65008,471,35,1
59,166750,59190,561,16,0
28,97686,87704,355,6,0
58,71224,26023,446,25,1
30,147172,39200,676,31,0
52,188502,37868,652,2,0
34,18497,14893,635,28,0
47,155958,24128,350,32,0
35,136339,75339,306,7,1
54,143051,34422,315,3,0
47,94628,70374,841,16,0
43,98392,76551,659,39,0
33,169736,51508,572,17,0
28,69507,63816,691,25,0
21,70158,74640,696,17,0
58,172536,40649,622,18,0
32,176790,6392,779,2,0
29,117697,71244,374,0,0
44,27667,17655,463,4,0
21,80122,60539,520,22,0
52,156673,22674,304,23,1
38,69088,80921,835,20,0
53,34909,50743,382,26,0
19,148878,74893,803,12,0
56,19552,44960,644,27,1
45,79809,8067,650,11,0
51,106800,83616,580,13,0
50,139687,26959,579,17,0
25,131920,22145,753,32,0
25,72761,56160,573,19,0
59,50592,27771,500,30,0
39,96570,85274,359,19,0
44,175538,27126,692,24,0
45,192068,43140,734,11,0
28,100228,28861,382,2,0
44,103050,28921,352,10,0
18,136435,57701,624,7,0
56,155714,9446,488,19,0
45,39636,49633,776,26,0
44,53596,69049,596,37,0
25,116263,36887,480,35,0
63,150259,62497,333,26,1
41,48737,20339,449,28,1
57,71121,63398,423,16,1
53,24211,78148,382,9,0
41,176723,38442,775,39,0
59,16653,57964,337,26,1
39,18362,70799,686,8,1
27,151552,56279,736,5,0
21,112417,93975,731,10,0
25,107783,57272,709,12,0
56,107401,97267,581,32,0
32,101307,39381,802,37,0
25,178703,64373,703,16,0
46,116429,9412,720,25,0
59,21671,6873,395,29,0
56,140721,29245,767,20,0
52,157110,90994,487,37,0
58,37716,83379,800,16,0
31,63041,26664,402,3,1
49,165704,10535,738,5,0
24,38247,93782,780,27,1
61,118679,44705,558,12,0
50,157136,67302,491,14,0
52,144381,19850,552,24,0
44,17237,97391,325,3,0
18,20967,24065,316,20,0
23,180323,48101,618,19,0
19,36512,17006,454,10,0
24,185863,8097,313,0,0
25,77214,26702,427,26,0
62,28991,97609,831,27,0
46,73355,94884,348,11,0
33,28500,54390,387,16,1
46,80832,23548,531,17,0
48,127967,42524,470,9,0
39,96558,33515,372,13,0
27,101995,36117,352,12,0
21,147847,16461,517,21,0
42,96930,78554,639,12,0
30,71320,45329,504,10,1
34,77788,91845,683,15,0
57,34597,18050,562,9,0
25,25758,94561,834,27,1
40,85778,85684,744,31,0
24,117843,75047,578,5,0
49,174255,39036,418,16,0
41,111998,86075,842,6,0
18,24091,96032,609,12,0
64,102278,6960,531,18,0
64,103218,64863,310,10,0
53,26197,39433,777,4,0
44,27725,89995,416,12,1
23,186479,59898,364,31,0
59,153688,75105,438,34,0
48,188793,49297,372,38,1
29,152831,79208,357,23,0
43,110070,28011,825,3,0
42,89342,52311,505,3,0
21,38490,55790,747,38,0
23,106321,29964,820,39,0
63,19783,54964,428,5,1
30,166449,88119,773,30,0
42,144441,92557,768,33,0
48,90679,74913,318,23,0
39,121791,30746,796,1,0
52,185500,86073,813,22,0
38,81057,90418,702,38,0
32,129147,61910,763,26,0
20,135029,36096,658,17,0
54,138565,94342,410,28,0
62,182455,25946,398,33,1
43,94804,87667,806,30,0
64,82156,16149,418,37,0
34,43585,92313,412,21,0
55,102921,28543,529,16,1
52,186289,38172,720,4,0
58,165920,76000,505,24,0
25,194652,48586,706,0,0
28,152270,31704,368,9,1
41,118047,91010,313,18,0
60,38607,13205,583,36,0
25,171598,81514,505,36,0
47,66954,99371,561,25,1
18,90501,64775,442,7,0
51,41442,20344,468,16,0
37,27451,94932,383,20,0
53,39465,98199,669,5,0
51,35254,75608,495,34,0
51,17536,86819,539,27,1
30,103675,10575,592,30,0
23,110637,67103,356,5,1
53,189218,69963,372,39,0
42,150362,65255,765,13,0
44,66488,98695,574,21,0
64,31841,20987,455,2,0
48,79308,54218,438,20,1
20,44100,80813,689,10,0
45,88922,73823,619,34,0
21,45330,67298,570,35,0
34,178576,94110,581,8,0
55,174140,45404,377,30,0
51,180937,91803,448,1,1
37,153509,41178,615,33,0
30,60875,52399,526,29,1
64,128017,7019,664,21,0
22,20723,33797,310,15,1
41,129845,88505,640,30,0
55,38194,38289,308,13,0
34,181465,42148,454,22,0
48,155582,24458,505,35,0
45,102465,22643,562,31,0
18,161515,22348,434,21,1
19,38358,7091,603,14,0
50,90921,12756,562,12,0
57,195920,25881,446,25,1
46,99335,49857,488,30,1
21,16616,89902,347,33,1
35,22062,57792,785,7,1
41,165558,25240,669,23,0
49,107962,33653,516,0,1
26,53296,13435,331,34,0
64,128318,55239,343,29,1
33,101276,18315,783,13,0
38,32051,60701,333,16,0
47,121100,76284,346,25,0
20,86529,71885,452,11,0
50,110477,51542,526,7,1
48,40463,38220,623,4,0
62,36929,81430,467,12,1
31,116176,61658,437,28,0
23,166269,66250,801,33,0
22,142826,34371,689,12,0
46,117011,20349,412,34,1
54,121712,68197,674,29,0
53,79318,65514,800,8,0
38,49932,77960,514,35,0
29,190705,75223,842,13,0
63,99908,89544,470,22,0
40,186839,97313,580,21,0
31,193973,86434,366,31,0
60,140589,47937,664,23,0
59,193550,97981,343,17,1
27,129977,60341,645,31,0
44,69396,36000,348,1,0
58,113466,49680,713,32,0
19,111452,75060,655,9,0
31,113104,20030,509,12,0
24,62630,28690,551,29,0
34,153702,61540,604,32,0
37,147635,92458,441,29,1
25,52058,20844,840,13,0
37,196091,11969,603,23,0
53,82334,20387,392,12,0
22,127976,66165,782,39,0
30,70571,54249,486,5,1
56,191942,85769,425,32,0
55,130440,30932,792,28,0
34,36997,39473,825,37,0
23,83852,98044,420,37,1
36,75619,8705,535,39,0
42,177577,36042,527,12,0
20,144336,77651,553,13,0
58,17412,34970,715,2,0
45,52810,33978,349,29,0
43,176159,27697,435,25,0
64,35221,43368,559,23,0
25,187903,77285,743,22,0
32,169216,16284,488,28,0
18,169866,98293,533,13,1
57,160362,94055,325,15,0
40,139662,83062,549,2,0
53,148083,12490,443,3,0
59,62147,15506,436,15,1
33,70360,9798,336,32,0
21,26441,98990,808,5,0
25,171208,16977,400,34,0
53,188122,11010,834,36,0
27,65147,14531,598,10,0
47,135154,67380,621,7,0
53,134877,89480,358,1,1
33,16477,22274,765,19,1
47,154472,85302,533,7,1
61,149958,13241,747,16,0
27,40565,52743,443,11,1
28,190310,90648,318,10,0
51,199700,49256,721,1,0
33,22250,69733,301,26,1
36,60341,70054,834,9,0
61,62975,68333,736,7,0
21,88160,10231,301,33,0
61,82194,38937,649,0,0
48,109625,72179,612,30,0
52,24453,70608,401,35,0
51,39921,86499,716,19,1
43,84997,73566,427,4,1
56,101372,38817,349,23,1
23,158420,48476,422,24,0
50,173079,31996,459,18,1
64,38714,31735,345,38,0
44,196993,50151,522,32,0
29,117977,82084,515,16,0
62,94884,87530,446,36,0
25,147360,46710,302,6,1
26,94764,32971,779,2,0
18,132203,18565,317,3,0
22,107996,54098,559,28,0
24,195491,83945,698,31,0
35,185218,76853,542,28,0
57,93740,38420,531,24,1
41,53716,25288,449,25,1
43,35935,55899,648,3,0
27,99569,39729,744,5,0
57,197610,75517,374,23,0
61,32572,69316,783,38,0
29,20160,42722,610,21,0
39,151404,89442,667,31,0
44,86116,19169,347,24,0
20,165662,11798,506,24,1
35,196592,93090,541,27,0
22,168632,91057,815,16,0
31,195738,38599,357,23,0
42,161982,56878,535,5,1
48,134715,23295,519,19,0
38,167564,13832,348,6,0
55,154943,30306,386,36,1
37,19595,40784,380,8,1
31,106633,98533,809,14,0
37,151470,73171,827,1,0
54,59767,50576,472,20,0
63,154565,84555,346,26,0
47,75933,32934,617,22,0
60,67038,13703,450,36,0
58,132344,59416,319,36,0
37,143079,21882,807,14,0
24,70550,47913,536,29,0
22,70118,84775,794,0,0
48,92013,44846,496,5,0
46,197378,47731,715,32,0
32,198396,70461,505,23,1
42,36104,23792,323,18,0
30,188423,41266,518,35,0
61,139607,77940,552,11,0
41,166507,26953,718,33,0
32,138441,37778,388,28,0
41,38580,55183,370,18,1
43,179196,12202,845,24,0
36,177194,81516,370,10,0
41,186149,34466,639,7,0
36,188118,61668,605,20,0
59,45067,32976,428,24,0
34,176995,63952,521,17,0
22,107479,64521,620,31,0
21,86818,19741,750,5,0
39,188230,32088,457,38,0
27,31136,16521,748,18,0
38,177400,55681,534,39,0
42,167757,88159,630,1,0
23,129586,50797,444,21,1
47,165241,45281,545,13,0
46,31880,60184,422,1,1
28,169752,41290,801,9,0
28,37025,32808,647,20,0
63,147748,82622,815,39,0
44,163124,31565,681,4,0
36,180486,91709,502,16,0
39,167836,47921,479,14,0
45,174690,88216,493,39,0
21,128716,5544,529,23,0
54,18162,53550,420,4,0
36,53566,87922,756,11,0
34,143227,27680,786,1,0
57,150603,97473,400,3,0
53,83314,34517,351,9,0
40,191742,61159,695,38,0
45,92357,7477,528,6,0
28,67766,75495,433,15,0
31,177264,62477,548,1,0
30,139373,31973,343,32,0
41,129762,94121,600,26,0
33,113072,11795,790,10,0
45,64539,14845,503,33,0
47,49273,39805,307,25,0
61,126131,94649,427,5,0
58,27289,5741,736,23,0
56,163295,25077,776,20,0
59,57154,32181,793,9,0
44,30833,57006,442,27,0
34,102572,12226,546,22,0
43,62888,10068,311,34,0
24,152970,34554,811,9,0
52,136893,21844,771,20,0
32,19220,70645,763,37,0
33,35523,60186,846,5,0
38,123267,96014,586,19,0
34,25404,82641,626,24,0
62,43005,82645,505,4,0
43,182726,91964,619,17,0
52,189842,69276,551,5,0
37,161943,15550,578,19,0
37,44382,27638,523,24,0
40,199226,95408,590,9,0
22,26482,76462,476,6,1
26,48433,53586,384,1,1
40,21327,52656,733,25,0
35,188438,25924,537,10,1
46,73666,52040,815,28,0
28,195626,6613,379,38,0
60,93400,70498,417,22,1
25,177170,19905,746,4,0
44,120121,64231,407,3,0
19,199881,23290,516,34,0
40,194871,33541,420,29,0
38,132044,44630,842,33,0
27,77428,44715,665,21,0
55,127085,11336,626,17,0
21,94922,99805,322,1,1
38,125867,27217,724,30,0
54,125521,35699,460,15,0
60,89587,78312,466,30,1
29,84164,55425,747,6,0
63,73747,66348,599,4,0
31,123658,70360,483,22,1
37,195359,38800,463,24,0
64,62124,23921,444,17,0
25,191657,28255,616,11,0
44,195585,33404,674,21,0
54,149414,28881,793,23,0
58,149025,73569,397,36,0
38,173014,64011,731,12,0
52,103529,46923,307,19,0
61,174864,53218,551,6,0
56,148093,68566,637,27,0
32,75154,81235,502,37,1
64,116811,29862,644,6,0
29,131125,27754,472,12,1
51,28186,13969,425,15,1
25,120600,49468,508,25,0
54,44941,28315,586,31,0
47,172705,71416,430,6,1
20,64968,20930,759,36,1
47,157319,22814,808,2,0
46,30776,26719,778,12,0
18,135996,32343,664,16,0
33,40778,31946,391,25,0
59,35533,12814,813,35,0
48,110277,98999,593,2,0
27,173072,37962,829,12,0
47,55113,29601,784,12,0
60,124062,35990,635,1,0
43,143127,12606,665,26,0
29,196180,68627,832,13,0
57,17059,90045,807,35,1
22,29885,55526,333,37,1
26,58870,76557,355,36,0
28,69759,79719,609,20,0
64,162436,81614,399,26,1
40,39212,48551,706,37,0
34,43054,17568,623,5,0
60,91715,57340,573,32,0
30,166211,13945,468,11,0
34,106156,20743,650,29,0
40,101888,87805,519,8,0
56,47603,28354,754,13,0
26,64894,32598,348,10,0
35,150887,99994,684,9,0
35,181098,66048,363,2,0
47,139152,19500,587,19,0
59,88834,93372,788,26,1
61,105782,94541,833,33,0
43,87196,47374,304,2,0
35,84072,50833,452,21,0
38,34136,80481,485,17,0
58,24892,52944,815,1,0
58,133365,98301,551,8,0
59,131703,21918,341,8,0
50,31065,67538,656,20,0
60,108985,90848,336,20,0
31,70019,29416,423,38,0
27,165645,91730,635,22,0
45,47925,55269,369,8,1
31,69890,70237,532,17,0
36,26436,45514,768,21,1
43,170281,68922,344,11,0
27,186428,7693,514,37,0
34,197026,51245,415,7,0
51,94405,73883,571,2,0
31,43539,64883,706,21,0
43,29132,15984,353,0,1
51,186671,45312,439,38,0
36,54777,7700,686,37,0
41,35695,46850,800,32,0
48,152679,24676,397,39,1
57,119069,82668,451,33,0
23,112503,59813,337,15,0
37,188909,94510,566,32,0
56,153734,61664,759,29,0
62,179881,94511,557,30,0
51,85859,38420,477,38,1
39,140061,41925,617,15,0
24,189426,65471,399,31,0
50,109315,40953,487,4,1
23,180742,17994,570,37,0
33,58022,60434,604,13,1
25,194853,79814,358,31,1
62,131216,6135,521,12,0
40,100580,69865,405,8,0
35,70799,81860,342,25,1
31,77292,34319,473,3,0
53,199493,82367,462,17,0
32,174854,61781,629,9,0
22,88844,75313,709,29,0
63,125449,41630,772,38,0
32,199595,93635,723,2,0
28,165595,76613,462,10,0
19,24706,26765,467,19,1
40,111871,79887,713,8,0
41,158486,40126,819,15,0
35,194785,40703,565,35,0
21,188180,6433,732,5,0
32,109465,51143,812,38,0
29,189430,58773,420,33,1
20,97731,25103,755,31,0
49,138188,6333,622,28,0
53,68971,50962,474,38,1
38,86173,63858,383,34,0
23,182676,75305,379,30,0
19,180266,33609,497,11,0
26,186293,36115,452,14,0
29,47966,68938,469,10,0
61,178216,83546,413,37,0
41,32150,97086,791,35,0
31,98352,31435,653,25,0
58,179003,79145,707,5,0
29,58341,10581,364,11,0
44,71232,66359,506,34,0
27,44846,84707,612,38,0
60,181648,67672,795,26,0
19,57673,76863,718,20,0
48,18675,94713,723,20,1
45,171619,35042,466,3,0
33,179667,63770,315,21,0
18,54272,33034,345,27,0
39,172884,38055,792,31,0
18,145801,80896,822,11,1
48,32157,75732,537,19,1
39,181941,52513,522,26,0
51,34722,24106,709,3,0
29,158374,34994,333,6,0
40,133187,28117,587,38,0
45,24781,93019,434,3,1
29,89764,25873,755,12,0
44,136406,96859,669,37,0
40,188367,84318,664,24,0
18,109118,26256,592,5,0
60,26330,98557,507,0,1
19,53507,10113,819,35,0
61,59121,42514,517,28,0
48,125986,16775,309,8,0
19,154215,89663,431,14,1
42,169229,11902,518,5,1
55,119021,26199,794,7,0
36,191917,77042,600,39,0
45,44349,45051,589,15,0
23,183459,51420,698,32,0
56,141371,78035,569,14,0
36,83401,77505,315,13,0
34,53119,40329,826,13,0
23,98615,90775,622,14,0
32,133956,85240,644,8,0
39,164272,65773,726,22,0
58,31228,9177,625,13,0
51,112905,32461,727,10,0
22,108285,54758,581,37,0
40,160512,67395,723,13,0
22,124360,50699,330,9,1
61,57026,44884,521,20,0
27,127914,14367,718,17,0
21,194023,58641,798,27,0
29,74161,33076,633,8,0
64,92920,61587,321,27,0
27,18380,97290,463,28,1
47,187260,58713,394,10,0
41,25771,24574,810,19,0
22,131356,9917,647,9,0
30,173527,91365,589,2,0
53,148117,12854,795,27,0
26,164271,70394,428,23,0
35,48605,24141,536,33,0
52,20891,11318,352,29,1
48,136514,51780,303,10,0
41,109156,60396,428,18,1
60,159366,90932,747,26,0
21,172380,69033,844,37,0
58,163876,35260,790,2,0
43,72601,62166,753,15,0
61,154627,81045,769,9,0
59,79645,24240,676,9,0
27,47406,97165,563,1,0
58,175073,29317,725,5,0
59,118891,31433,318,19,0
26,113648,97293,319,32,0
18,32059,51840,810,34,0
33,186529,22611,803,33,0
63,78898,19072,410,18,0
30,67614,97194,359,17,1
55,87241,19934,741,0,1
31,91564,75202,424,7,0
57,176280,22618,788,12,0
40,140272,73344,837,38,0
35,78926,57485,686,32,0
45,111308,89225,677,8,0
37,186412,89342,598,24,0
18,102152,35902,369,28,0
29,73333,55348,728,38,0
44,198266,5881,301,21,0
60,76678,48995,765,34,0
30,170661,9259,557,12,0
21,43454,53016,356,36,1
42,59669,18922,356,19,1
23,32705,59190,802,16,0
62,104500,87069,682,3,0
39,118164,7420,694,5,0
62,151479,39676,526,21,0
55,146082,44937,368,29,0
53,166707,79309,349,18,0
20,199772,79596,325,13,1
32,16791,94835,557,25,0
28,187770,38196,537,11,0
51,35531,55762,430,0,0
44,170304,51779,698,13,0
40,57630,32658,315,17,0
34,95800,69169,369,29,0
40,155250,97468,496,1,0
51,137478,21004,300,20,0
38,119504,55200,524,34,0
50,137842,95565,522,33,0
22,169581,50896,382,24,0
34,170658,26826,530,0,0
18,143322,14334,685,2,1
24,74421,22463,696,1,0
20,159744,69793,517,14,1
43,167272,14872,627,35,0
33,144046,39574,536,33,0
33,60793,45130,364,37,0
61,197612,83620,799,19,0
58,160924,86471,391,2,0
31,101833,62118,350,36,0
61,187287,79407,393,19,1
43,149315,59206,460,25,0
44,96783,72748,464,24,0
34,23718,74065,766,26,1
61,166221,84688,371,12,0
21,78241,26100,702,36,0
34,160448,19953,589,8,0
50,109510,60246,840,9,0
47,79637,51356,742,37,0
38,142733,70129,686,39,0
34,80876,80163,804,39,0
28,78389,75462,613,1,1
47,172436,55835,595,38,0
35,173172,52024,564,23,0
37,121105,22248,598,4,0
51,54778,24134,824,9,0
58,188593,10728,538,24,1
45,43179,60596,798,12,0
26,83415,25642,396,8,1
61,130242,34699,804,14,0
48,181567,23227,734,38,0
62,24109,18659,827,12,0
33,170852,78965,603,25,0
48,81063,96764,527,38,1
46,38000,37507,579,24,0
30,166298,27315,303,6,0
40,140764,75051,565,32,0
31,112382,51612,341,16,0
56,115263,99093,841,9,0
19,71933,95738,556,36,1
29,178498,34707,464,18,1
45,81149,16461,449,0,0
49,124363,41058,682,38,0
41,129935,6699,301,1,1
54,25035,67091,621,2,0
46,38156,47560,594,23,0
59,59353,11231,510,39,0
35,153685,41944,650,3,0
20,51434,82764,829,4,1
30,128726,97646,812,36,0
30,76618,16080,364,34,0
59,180055,62359,809,38,0
46,62825,36676,381,11,1
19,192787,78607,829,31,0
